,Month,naics_description,product_or_service_code_description,total_obligated_amount,recipient_name,funding_sub_agency_name,"Natural gas, US"
7052,2019M09,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,FUEL OILS,12224.23,MISCELLANEOUS FOREIGN AWARDEES,"STATE, DEPARTMENT OF",2.58
7053,2019M09,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,HOUSEKEEPING- FUELING AND OTHER PETROLEUM,26141.42,"CLEAN HARBORS ENVIRONMENTAL SERVICES, INC.","VETERANS AFFAIRS, DEPARTMENT OF",2.58
7054,2019M09,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,"INSTALLATION OF EQUIPMENT- FUELS, LUBRICANTS, OILS, AND WAXES",64998.85,ALITHOS ANESTI LLC,DEPT OF THE ARMY,2.58
7055,2019M09,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,IT AND TELECOM- WEB-BASED SUBSCRIPTION,35000.0,"FESHARAKI ASSOCIATES CONSULTING & TECHNICAL SERVICES, INC.","STATE, DEPARTMENT OF",2.58
7056,2019M09,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,"LIQUID PROPELLANTS AND FUELS, PETROLEUM BASE",27647.76,"ALEUT ENTERPRISE, LLC",DEPT OF THE NAVY,2.58
7057,2019M09,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,"MAINT/REPAIR/REBUILD OF EQUIPMENT- FUELS, LUBRICANTS, OILS, AND WAXES",90980.0,VETCON SERVICES LLC,"VETERANS AFFAIRS, DEPARTMENT OF",2.58
7058,2019M09,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,"MAINT/REPAIR/REBUILD OF EQUIPMENT- FUELS, LUBRICANTS, OILS, AND WAXES",1015223.06,HURTVET SUBCONTRACTING LLC,U.S. ARMY CORPS OF ENGINEERS - CIVIL PROGRAM FINANCING ONLY,2.58
7059,2019M09,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,MAINTENANCE OF FUEL STORAGE BUILDINGS,29775.0,"PETROLEUM RECOVERY SERVICES, LLC OF SOUTH CAROLINA",DEPT OF THE AIR FORCE,2.58
7060,2019M09,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,MAINTENANCE OF RESTORATION OF REAL PROPERTY (PUBLIC OR PRIVATE),892919.0,"NORTH WIND SITE SERVICES, LLC",BUREAU OF LAND MANAGEMENT,2.58
7061,2019M09,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,NEWSPAPERS AND PERIODICALS,57475.0,IHS GLOBAL INC.,"ENERGY, DEPARTMENT OF",2.58
7062,2019M09,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,SPECIAL STUDIES/ANALYSIS- ENVIRONMENTAL ASSESSMENTS,155170.0,COLLIER GEOPHYSICS LLC,BUREAU OF RECLAMATION,2.58
7063,2019M09,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,249000.0,SCHLUMBERGER TECHNOLOGY CORPORATION,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,2.58
7071,2019M10,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,"FUELS, SOLID",15993250.0,"USIBELLI COAL MINE, INC.",DEPT OF THE AIR FORCE,2.33
7072,2019M10,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,"FUELS, SOLID",16963200.0,"USIBELLI COAL MINE, INC.",DEPT OF THE ARMY,2.33
7073,2019M10,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,0.0,"CONSTELLATION NEWENERGY - GAS DIVISION, LLCCONSTELLATION NEWENERGY - GAS DIVISION, LLC",DEPT OF THE ARMYDEPT OF THE ARMY,2.33
7074,2019M10,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,117001.31,"DIRECT ENERGY BUSINESS MARKETING, LLC",FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,2.33
7075,2019M10,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,UTILITIES- GAS,0.0,"DIRECT ENERGY BUSINESS MARKETING, LLC",FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,2.33
7076,2019M10,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,UTILITIES- GAS,108081.66,"TIGER NATURAL GAS, INC.",FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,2.33
7077,2019M10,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,UTILITIES- GAS,200000.0,WASHINGTON GAS ENERGY SERVICES INC,J. F. KENNEDY CENTER FOR THE PERFORMING ARTS,2.33
7078,2019M10,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,UTILITIES- GAS,285157.29,"TIGER NATURAL GAS, INC.",FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,2.33
7079,2019M10,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,UTILITIES- GAS,311060.15,"TIGER NATURAL GAS, INC.",FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,2.33
7081,2019M10,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,12811.68,"UGI ENERGY SERVICES, LLC",DEPT OF THE ARMY,2.33
7082,2019M10,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,35596.47,"CONSTELLATION NEWENERGY - GAS DIVISION, LLC",DEPT OF THE ARMY,2.33
7083,2019M10,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,37141.05,"CONSTELLATION NEWENERGY - GAS DIVISION, LLC",DEPT OF THE ARMY,2.33
7084,2019M10,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,39157.92,"UGI ENERGY SERVICES, LLC",DEPT OF THE ARMY,2.33
7085,2019M10,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,68506.37,"UGI ENERGY SERVICES, LLC",DEPT OF THE ARMY,2.33
7086,2019M10,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,201693.7,"CENTERPOINT ENERGY SERVICES, INC.",DEPT OF THE ARMY,2.33
7087,2019M10,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,389810.63,"COLONIAL ENERGY, INC.",DEFENSE LOGISTICS AGENCY,2.33
7088,2019M10,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,394157.16,"SAGE ENERGY TRADING, LLC",DEPT OF THE AIR FORCE,2.33
7089,2019M10,NATURAL GAS EXTRACTION,UTILITIES- GAS,0.0,"CENTERPOINT ENERGY SERVICES, INC.",DEPT OF THE AIR FORCE,2.33
7090,2019M10,NATURAL GAS EXTRACTION,UTILITIES- GAS,34693.67,"INTERCONN RESOURCES, LLC",FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,2.33
7091,2019M10,NATURAL GAS EXTRACTION,UTILITIES- GAS,218491.01,"CONSTELLATION NEWENERGY - GAS DIVISION, LLC","VETERANS AFFAIRS, DEPARTMENT OF",2.33
7092,2019M10,NATURAL GAS EXTRACTION,UTILITIES- GAS,220682.57,"SYMMETRY ENERGY SOLUTIONS, LLC","VETERANS AFFAIRS, DEPARTMENT OF",2.33
